order_id,product_name,category,brand,color,size,gender,material,season,unit_price,discount,quantity,total_sales,order_date,shipping_date,region,payment_method,order_status,customer_rating,return_reason
ORD-88802,T-Shirt Red,t-shirt,Zara,Red,small,Male,Wool,Autumn,100.30,19%,19,1543.62,2024/07/30,2024/07/31,Kuwait,Online,Processing,1.9,
ORD-12457,Skirt Black,skirt,Levi's,Black,X-L,Unisex,Leather,Spring,81.85,48%,5,212.81 USD,2022/09/25,30-09-2022,Riyadh,Cash,Returned,,
ORD-33827,Jackt,Jacket,Gucci,Green,L,Child,Nylon,Summer,$198.55,34%,15,1965.64,N/A,2024-05-27,RIYADH,Online,Processing,3.2,Changed mind
ORD-34223,Sweater Black,SWEATER,Zara,Black,XS,Unisex,Leather,Summer,478.07,,4,1242.98,02-13-2024,2024-02-25,Dubai,Cash,Processing,4.4,
ORD-69882,T-Shirt Purple,T-Shirt,H&M,Purple,XX-L,Kids,Linen,Spring,210.53,35%,4,547.38,"August 28, 2024",,Kuwait,Cash,Delivered,3.8,Defective
ORD-74791,Dress Green,dress,Zara,Green,XXL,KIDS,Silk,Winter,124,,15,1538.32,03-22-2023,,Cairo,Cash,Returned,4.3,Defective
ORD-14449,T-Shirt Red,T-Shirt,Zara,Red,XX-L,  Kids  ,Polyester,Spring,233.93,0.48,11,1338.08,04-12-2024,17/04/2024,Casablanca,Installment,Pending,2.4,Late delivery
ORD-72950,Jeans ,Jeans,Adidas,White,XL,Unisex,Denim,Winter,46,40%,20,551.88,10-04-2023,2023-10-15,Dubai,Online,Processing,,
ORD-93505,Jacket Brown,Jackt,Gucci,Brown,  XS  ,Children,Denim,Summer,209.74,13%,13,2372.16,"July 25, 2024",2024-08-05,Riyadh,Debit Card,Returned,1.7,
ORD-34387,Shorts,Shortz,H&M,Pink,l,Woman,Polyester,Spring,99.68,44%,11,614.03,2024/02/13,26/02/2024,Tunis,Debit Card,Processing,2.4,Late delivery
ORD-85456,Huddie,HOODIE,H&M,Pink,S,Men,Nylon,Summer,167.25,35%,14,1521.98,"January 31, 2023",01-02-2023,Kuwait,Installment,Delivered,2.6,
ORD-13643,Blazer Green,Blazer,Nike,Green,XS,Kids,Silk,Summer,111.90,42%,9,584.12,2022/09/12,"September 18, 2022",doha,Cash,Returned,3.2,
ORD-31922,Shorts White,Shorts,Mango,White,XS,both,Cotton,Winter,248.89,26%,11,2025.96,"December 15, 2023",N/A,Doha,Installment,Processing,,Wrong size
ORD-72973,Blazer Black,Blazer,Puma,Black,xl,Men,Denim,Autumn,-221.85,14%,19,3625.03,06-12-2024,"December 09, 2024",Cairo,Installment,Processing,3.0,Defective
ORD-23958,Skirt,Skirt,Nike,Black,M,Men,Cotton,Winter,,24%,9,705.89,"September 30, 2024",10-10-2024,RIYADH,Cash,Processing,3.1,
ORD-80147,Jacket Black,Jacket,Levi's,Black,xsmall,female,Cotton,Autumn,96.36,20%,,1464.67,"October 17, 2023",10-27-2023,Tunis,Online,Processing,2.9,
ORD-71134,Dresses,Dress,Puma,Red,XXL,Women,Leather,Winter,94.73,48%,16,788,"April 30, 2024",10-05-2024,  Tunis  ,Credit Card,Delivered,1.1,
ORD-37333,Shorts Yellow,Shorts,Levi's,Yellow,XL,Men,Leather,Summer,134.84,28%,1,97.08,03-05-2024,2024-03-14,Kuwait,Online,Returned,4.5,
ORD-30865,Shorts Blue,Shorts,Uniqlo,Blue,med,Women,Leather,Winter,208.61,42%,,1209.94 USD,12-04-2022,"December 10, 2022",Amman,installment,Returned,2.0,Wrong size
ORD-52043,Shorts Black,Shortz,Nike,,Sm,Kids,Nylon,N/A,259.60,,10,1505.68,13-09-2023,20/09/2023,Doha,Online,Processing,3.3,Defective
ORD-65031,Blazer White,Blazr,Gucci,White,L,Women,Leather,Spring,95.20,45%,18,942.48,2023-09-10,19-09-2023,Casablanca,Cash,Pending,2.0,Changed mind
ORD-37044,Sweater Green,Swater,Zara,Green,med,M,,Autumn,341.72,15%,9,2614,2024/04/11,17-04-2024,Doha,Credit Card,Pending,2.7,Changed mind
ORD-13467,Hoodie Purple,Hoodie,Zara,Purple,l,Kids,Nylon,Winter,-203.64,9%,13,2409.06,03/04/2022,2022-04-14,Riyadh,Cash,Processing,1.4,
ORD-46037,T-Shirt Pink,T-Shirt,Adidas,Pink,XS,FEMALE,Nylon,Summer,415.09,23%,4,1278.48,2023-07-13,21-07-2023,Tunis,Installment,Cancelled,1.6,
ORD-10022,t_shirt,T-Shirt,Nike,Black,  XS  ,Women,Leather,Summer,430.13,18%,8,,"June 02, 2023","June 15, 2023",TUNIS,Debit Card,Delivered,1.8,Late delivery
ORD-17089,T-Shirt,t_shirt,Nike,Grey,M,Men,Nylon,Autumn,458.08 USD,15%,1,389.37,"October 24, 2024","November 06, 2024",Kuwait,Debit Card,Returned,2.2,
ORD-11447,Coat Grey,  Coat  ,H&M,Grey,med,Kids,Wool,Spring,427.12,47%,3.0,,2024/04/16,19/04/2024,Beirut,Debit Card,Delivered,4.6,
ORD-98212,Blazer,blazer,Adidas,White,XL,Unisex,Leather,Autumn,215.83,43%,5,615.12,2022-11-17,28-11-2022,kuwait,Debit Card,Delivered,2.4,
ORD-26961,T-Shirt Blue,T-Shirt,Forever21,Blue,XXL,UNISEX,Leather,Winter,404.82,,12,2477.50,02-03-2024,03-08-2024,Doha,Debit Card,Returned,4.0,
ORD-63949,Coat White,Coat,nike,White,XXL,  Men  ,Wool,Summer,201.99,15%,8,1373.53,2024/01/04,2024/01/05,Dubai,Cash,Processing,2.0,Wrong size
ORD-84295,Jeans Green,Jeans,Zara,Green,S,childrens,Silk,N/A,152.73,28%,12,1319.59,14-11-2022,2022-11-27,Dubai,Online,Returned,2.8,Defective
ORD-12519,Sweater Red,Sweater,Nike,Red,XXL,Kids,Leather,Autumn,314.77,15%,-8,$2140.44,03-30-2024,"April 09, 2024",Casa,Installment,Returned,3.7/5,Changed mind
ORD-53853,Dress Yellow,DRESS,Uniqlo,Yellow,XS,Unisex,Polyester,Winter,47.02,28%,16,534.15 USD,28-05-2023,"June 07, 2023",Doha,Online,Cancelled,4.5,
ORD-34730,Jacket,Jacket,Uniqlo,Pink,L,kids,,Spring,142.42,35%,16,1481.17,"February 12, 2022",20-02-2022,Riyadh,Online,Delivered,3.3,
ORD-64424,Dress White,Dress,Levi's,White,S,Kids,Leather,Summer,167.32,28%,16.0,1927.53,06-18-2024,,Tunis,Online,Pending,1.1,Wrong size
ORD-48049,Jeans Blue,Jeans,Adidas,,L,Kids,Linen,Spring,98.99,14%,16,EGP 1362.1,03-13-2022,,Riyadh,Installment,Returned,3.7,Defective
ORD-34803,Dress Purple,Dress,H&M,Purple,xs,Kids,,Winter,18.98,43%,8,86.55,2022-09-13,"September 25, 2022",Beirut,Installment,Delivered,4.9,
ORD-33833,Skirt,Skirt,Puma,Blue,Med,Unisex,Nylon,Spring,222.54,22%,17,2950.88,2022/10/10,2022-10-14,Amman,Debit Card,Pending,3.7,
ORD-22140,Jeans Green,Jeans,H&M,Green,M,Kids,Wool,Spring,262.31,18%,8,1720.75,2024-11-15,,Al Cairo,Credit Card,Returned,4.3,
ORD-87076,Hoodie Black,Hoodie,Forever21,Black,S,Men,Nylon,Winter,242.33,39%,4,$591.29,03-04-2024,03-10-2024,القاهرة,Debit Card,Delivered,3.7/5,Defective
ORD-95398,skirt,Skirt,Nike,Red,M,Women,Linen,Winter,445.54,20%,3,1069.30,"April 30, 2023",14/05/2023,Dubai,credit card,Processing,2.4,Defective
ORD-64328,Sweater,Sweater,Levi's,Purple,XXL,unisex,Leather,N/A,446.14,10%,9,3613.73 USD,2022/03/07,2022/03/16,Aman,Online,Pending,1.4,
ORD-46724,Coat Red,Coat,Forever21,Red,2XL,Men,Wool,Summer,481.95,41%,NULL,4833.96,"July 17, 2024",24-07-2024,Dubai,Cash,Pending,1.7,
ORD-24909,Shorts Brown,SHORTS,Puma,Brown,2XL,Unisex,Denim,Spring,429.39,15%,2,729.96,03-29-2024,30/03/2024,ALEX,Installment,Pending,3.8,Wrong size
ORD-52816,T-Shirt Blue,T-Shirt,Uniqlo,Blue,xxl,Kids,Silk,Summer,397.71,20%,4,1272.67,09-19-2024,,Casablanca,Installment,Returned,5.0,Defective
ORD-64756,Sweater White,Sweater,Gucci,White,XLARGE,Men,Polyester,Spring,-387.63,23%,10,2984.75,2022/12/23,2023-01-04,Kuwait,Online,Cancelled,1.4,
ORD-14082,Hoody,Huddie,Levi's,Blue,small,Men,Linen,Autumn,470.62,10%,5,2117.79,2023-11-17,2023-11-24,Riyadh,Installment,Delivered,1.6,Defective
ORD-51187,Dress,Dress,Mango,Yellow,L,unisex,Wool,Winter,277.62,6%,9,2348.67,06-02-2022,2022-06-15,dubai,Debit Card,Cancelled,2.8,Changed mind
ORD-44961,Jacket,Jaket,Adidas,Purple,small,  Unisex  ,Denim,Summer,458.15,18%,15,,2024-01-04,13-01-2024,Amman,Credit Card,delivered,4.6,Wrong size
ORD-32526,T-Shirt Brown,T-Shirt,Adidas,,sm,Women,Nylon,Spring,37.08,23%,10,285.52,08-10-2022,18-08-2022,عمان,Debit Card,Cancelled,3.5,Wrong size
ORD-63288,Kot,Coat,Adidas,Red,XXL,child,Denim,Summer,66.60,,11,586.08,,"February 23, 2024",TUNIS,Cash,Pending,4.1,Changed mind
ORD-12105,Jacket Red,Jacket,Puma,Red,L,Unisex,Wool,Autumn,36.86,36%,20,471.81,02/07/2023,2023-07-15,Amman,Installment,Delivered,4.2,
ORD-91230,Dress,drss,Gucci,Pink,xlarge,Kids,,Autumn,448.74,28%,14,4523.30,29/06/2023,2023-07-04,Kuwait,Cash,Processing,1.6,Changed mind
ORD-15736,Hoodie,HOODIE,Uniqlo,Pink,Lg,Kids,Linen,Spring,449.80,38%,15,4183.14,2022-07-11,,Cairo,Credit Card,returned,3.7,Wrong size
ORD-26806,jeans,Jeans,GUCCI,Pink,extra small,child,Linen,Spring,402.02,17%,12,4004.12,28-04-2022,"May 09, 2022",Casa,Cash,Returned,4.8,
ORD-25461,Dress,Dress,Puma,White,XXL,Men,Polyester,Spring,483.77,6%,16.0,7275.90,30-06-2022,08-07-2022,DOHA,Cash,Pending,2.7,
ORD-62240,Coat White,Coat,H&M,White,XS,MEN,Cotton,Summer,138.94 USD,43%,,712.76 USD,09/12/2022,13-12-2022,تونس,Online,Delivered,3.9,
ORD-31592,Skirt White,Skirt,Zara,,XS,Men,Leather,Winter,130.80,28%,9,835.81,09-25-2023,"September 27, 2023",Bayrut,Credit Card,Cancelled,1.3,Defective
ORD-58400,Skirt Red,Skirt,Puma,Red,XXL,uni,Leather,Spring,95.76,24%,7,509.44,06-16-2022,26/06/2022,Riyadh,Credit Card,Pending,3.2,
ORD-92111,SHORTS,Shorts,Levi's,Red,  XL  ,Women,Silk,Spring,187.33,38%,,2090.60,2024-08-08,21/08/2024,Kuwait,Cash,Processing,3.0,
ORD-72369,Blazer Black,Blazer,Adidas,,M,WOMEN,Wool,Winter,173.95,48%,NULL,1175.90,,03-30-2022,Dubay,Online,Returned,2.1,
ORD-11601,Coat,coat,Adidas,Blue,XS,Unisex,Polyester,Spring,412.46,5%,13,5093.88,06-12-2022,25/06/2022,Alexandria,Debit Card,Delivered,4.8,Changed mind
ORD-84715,Jeans Brown,Jeans,Gucci,Brown,XXL,Women,Denim,Spring,EGP 78.98,,19,1110.46,23/07/2022,30/07/2022,Cairo,Credit Card,Processing,1.6,Late delivery
ORD-43911,Hoodie Yellow,Hoodie,Adidas,Yellow,xsmall,Women,Linen,Summer,352.74,19%,NULL,5714.39,19/12/2024,21-12-2024,Tunis,installment,Cancelled,1.4,
ORD-69106,Jacket White,Jackt,Zara,White,Med,Unisex,Cotton,Spring,57.72 USD,21%,2,91.20,2023-05-27,"June 06, 2023",Dubai,Credit Card,Pending,1.8,
ORD-24116,Sweater,Sweater,Mango,Brown,XXL,  Kids  ,Polyester,Winter,137.77,25%,6,619.97,22/08/2022,2022/08/26,Casa,Online,Returned,1.8,
ORD-17503,Shorts,Shorts,Levi's,White,med,Women,Denim,Winter,201.87 USD,8%,17,3157.25,2024/02/11,2024/02/22,Amman,Credit Card,Returned,1.6,
ORD-19208,SKIRT,SKIRT,Puma,Red,L,Kids,Leather,Summer,240.97,14%,,1036.17,2023/07/08,15-07-2023,Amman,Cash,Returned,2.5,
ORD-78984,Shorts,  Shorts  ,Mango,Grey,XS,Unisex,Linen,Summer,$174.51,,18,2010.36,2024/01/20,01-23-2024,  Amman  ,cash,Pending,1.2,
ORD-88920,Kot,Coat,Nike,Grey,extra large,Kids,Wool,Autumn,459.96,,20,,10-08-2023,08-22-2023,tunis,Online,Delivered,3.4,Defective
ORD-63724,Sweater Yellow,Sweater,Adidas,Yellow,large,  Women  ,Leather,Winter,162.03,40%,3,291.65 USD,02/12/2023,2023-12-15,Casablanca,credit card,Returned,1.5,
ORD-96041,T shirt,T-SHIRT,Puma,Black,L,Unisex,Nylon,Winter,377.85,49%,9,1734.33 USD,2022/05/03,2022/05/10,Tunis,Online,Processing,3.5,
ORD-79778,drss,Dress,Puma,Purple,Sm,Men,Leather,Summer,388.87,10%,15,5249.74,13-02-2022,"February 18, 2022",Beirut,Credit Card,Cancelled,2.8,Wrong size
ORD-10679,T-Shirt Black,tshirt,NIKE,Black,lg,Woman,Nylon,Summer,116.27,35%,17,1284.78,2022-09-04,2022/09/07,tunis,installment,Pending,4.8,Defective
ORD-39324,drss,DRESS,Levi's,Yellow,medium,Unisex,Wool,Winter,344.58,37%,7,1519.60,19/02/2023,2023-02-21,Dooha,Online,Delivered,1.7,
ORD-37003,T-Shirt Black,T-Shirt,Zara,Black,M,Child,Polyester,Spring,65.15,5%,7,,08-09-2024,2024/08/22,بيروت,Installment,Pending,2.6,
ORD-80074,Skirt,SKIRT,H&M,,S,Men,Nylon,Winter,468.17 USD,18%,10,3839,2022/07/05,2022/07/11,Alexandria,Installment,Processing,2.6,Wrong size
ORD-71212,Jeans Purple,Jean,Gucci,Purple,M,child,Linen,Spring,97.60 USD,36%,3,187.39,11-04-2022,11-18-2022,Kuwait,Cash,Cancelled,2.3,
ORD-67576,Jeans Blue,Jeans ,H&M,Blue,Sm,Kids,Linen,Spring,426.20,9%,,,,2022-08-02,Beirut,Installment,Pending,4.4,Defective
ORD-36388,Dress Grey,Dress,Puma,Grey,L,Unisex,Cotton,Summer,183.69 USD,38%,5,569.44 USD,27-08-2022,,Doha,Debit Card,Returned,,Late delivery
ORD-40682,Blazer,Blaizer,Adidas,Green,M,child,Linen,Spring,229.69,34%,15,2273.93,"December 02, 2022",12/12/2022,Cairo,Installment,Cancelled,4.0,Wrong size
ORD-23810,Jeans Yellow,Jeans,Adidas,Yellow,extra small,WOMEN,Polyester,Summer,390.31,1%,-14,5410,2024/12/05,"December 15, 2024",Aman,Installment,Cancelled,1.7,Defective
ORD-97673,Jeans ,Jeans ,Gucci,White,  L  ,Women,Linen,Winter,$456.32,5%,5,2167.52,2023/04/08,04-12-2023,Casablanca,Cash,Delivered,1.6/5,Changed mind
ORD-79558,Dress Pink,Dress,Zara,Pink,XL,Women,Cotton,Autumn,287.64,46%,2,310.65,N/A,"December 16, 2023",KUWAIT,Cash,Delivered,8,Defective
ORD-52227,Blazer Yellow,Blazer,H&M,Yellow,XS,Women,Leather,Winter,286.45,42%,2,332.28,08-12-2024,"December 13, 2024",Tunis,credit card,Returned,3.5,
ORD-86854,Jeans Grey,denim pants,Puma,Grey,L,Kids,Nylon,Spring,158.20,10%,12,1708.56,,2023-03-01,Beirut,Installment,delivered,2.9,
ORD-47504,Coat White,  Coat  ,Levi's,White,M,Unisex,Leather,Spring,31.16,0.39,19,361.14,,23/08/2023,casablanca,installment,Cancelled,3.0,Late delivery
ORD-43100,T-Shirt White,T-Shirt,Gucci,White,XL,Women,Denim,Summer,128.71,13%,,335.93,2022/09/12,09-13-2022,Riyadh,Debit Card,Returned,1.2,Late delivery
ORD-98903,Jeans Grey,Jeans,Gucci,Grey,L,Women,Silk,Spring,38.40,43%,10,EGP 218.88,,30-05-2024,Dubai,Online,Pending,2.6,
ORD-24542,Jeans,Jeans ,Mango,Blue,xxl,Female,Leather,Autumn,,30%,7,1344.80 USD,24/06/2023,2023-06-26,DUBAI,Cash,Returned,3.9,
ORD-13152,Coat,Coat,Uniqlo,Yellow,xsmall,Unisex,,Autumn,188.15,49%,5,479.78,27-02-2022,03-02-2022,Tunis,Installment,Pending,1.8,Late delivery
ORD-55272,Blazer,BLAZER,Zara,Brown,X-L,M,Nylon,Summer,400.20,25%,,6003.00,N/A,12-04-2022,Tunis City,Online,Returned,3.2,Defective
ORD-82816,Sweater,Swater,H&M,Black,XL,Men,Leather,Spring,13.80 USD,8%,14,177.74,2022/10/07,15/10/2022,Alexandria,debit card,cancelled,2.0,
ORD-52256,Shorts White,  Shorts  ,Puma,White,S,Kids,Leather,N/A,,34%,,,2023-08-05,15-08-2023,Aman,Installment,Processing,4.0,Defective
ORD-71333,Sweater Pink,Sweter,H&M,Pink,XS,Men,Leather,Winter,EGP 218.58,42%,19,2408.75,2024-11-14,,Amman,Installment,Returned,4.6,
ORD-90182,Blazer White,Blazer,Uniqlo,White,S,Kids,Wool,N/A,$237.10,,20,3983.28,2023/05/03,05-10-2023,Beirut,Cash,Returned,3.9,Defective
ORD-58852,Sweater Yellow,Sweater,Nike,Yellow,XLARGE,Men,Linen,Autumn,36.89,0%,20,737.80,29-06-2022,N/A,Kuwait,credit card,Processing,3.2,
ORD-35991,Jeans Grey,Jeans,Zara,Grey,xsmall,Women,Cotton,Spring,EGP 91.66,41%,6,324,2024/11/22,05-12-2024,dubai,Cash,Processing,2.2,Changed mind
ORD-65070,Skirt Green,Skirt,Mango,Green,Med,Women,Linen,N/A,424.78,31%,4,1172.39,14-10-2023,2023-10-21,Riyadh,Debit Card,Pending,,Wrong size
ORD-95133,Hoodie,hoodie,forever21,Yellow,MEDIUM,Men,Linen,Summer,437.10,36%,15,4196.16,10-04-2022,10/10/2022,Bayrut,debit card,Delivered,3.9,Changed mind
ORD-68438,Short,Shorts,Adidas,Blue,L,Women,Leather,Spring,217.65,47%,4,461.42,"January 21, 2022",2022/01/29,Alexandria,Cash,Pending,3.6,
ORD-76568,Jeans Red,Jeans,Nike,Red,l,Men,Nylon,Autumn,289.78,1%,NULL,2868.82,04/09/2023,2023/09/05,Tunis,Credit Card,Processing,3.3,
ORD-87091,SHORTS,Shorts,Zara,Green,LARGE,Women,Cotton,N/A,288.86,25%,18,3899.61,26-12-2022,28-12-2022,Amman,cash,Cancelled,,
ORD-72148,Hoodie,Hoodie,Gucci,Grey,XL,M,Denim,Summer,219.37 USD,5%,19,,2024/08/11,08-22-2024,Dubai,Credit Card,Delivered,,Defective
ORD-13138,Skirt,Skirt,Mango,Grey,XXL,Unisex,Nylon,Summer,350.20,46%,3,567.32,2024/11/04,"November 16, 2024",Riyadh,Installment,Delivered,10,
ORD-38494,Skirt White,Skirt,Forever21,White,s,Unisex,Denim,Summer,389.90,0.48,19,EGP 3852.21,"June 05, 2022",06-18-2022,Amman,Credit Card,Cancelled,2.5,Late delivery
ORD-37159,Hoodie Green,Hoodie,Puma,Green,XLARGE,Unisex,Leather,Summer,236.30,27%,11,1897.49,09-11-2022,11-19-2022,Alexandria,Credit Card,Returned,4.8,Changed mind
ORD-10022,Sweater Blue,Sweater,Uniqlo,Blue,S,Men,Linen,Spring,$127.81,,20,1840.46,04/04/2022,2022-04-08,Beirut,Credit Card,pending,,Changed mind
ORD-27717,Hoodie Blue,Huddie,H&M,Blue,M,Men,Nylon,Winter,107.60,0.07,3,300.20,10/08/2022,2022-08-21,Dooha,Debit Card,Cancelled,3.1,
ORD-47042,jeans,Jean,Forever21,Yellow,S,UNISEX,Leather,Winter,93.44,24%,15,1065.22,2023/12/11,12-16-2023,CASA,Credit Card,Processing,2.4/5,
ORD-37569,Shortz,Shorts,Puma,Black,XXL,childrens,Cotton,Autumn,108.71,,16,1078.40,2023/10/26,"October 31, 2023",Dubai,Debit Card,Delivered,2.5,
ORD-27889,Sweater Blue,Sweater,H&M,Blue,m,child,Polyester,Autumn,410.84,12%,18,6507.71,,12-04-2023,Alexandria,Installment,Pending,1.8,
ORD-15615,Jeans Pink,Jeans,LEVI'S,Pink,L,Children,Cotton,Autumn,457.80,17%,17,$6459.56,15/02/2024,2024-02-24,Dubay,Cash,Processing,4.4,
ORD-60361,Hoodie Brown,HOODIE,Adidas,Brown,extra large,Women,Nylon,Autumn,-418.86,12%,3,1105.79 USD,07-11-2022,11-14-2022,DOHA,Installment,Cancelled,3.3,
ORD-35666,Short,Shortz,Gucci,Red,L,Women,Wool,Autumn,71.00,35%,7,323.05,,08/03/2023,Cario,Cash,Returned,2.6,Defective
ORD-46606,Skirt,Skirt,Levi's,White,medium,UNISEX,,Summer,241.78,33%,18,EGP 2915.87,"September 15, 2022","September 17, 2022",cairo,Cash,Delivered,3.4,
ORD-17275,Hoodie Brown,Hoody,Adidas,Brown,S,Women,Nylon,Summer,$483.23,32%,14,,2023-07-18,28/07/2023,tunis,Credit Card,Returned,,
ORD-62227,T-Shirt Yellow,T-Shirt,Adidas,Yellow,XXL,WOMEN,Leather,Winter,43.93,28%,16.0,$506.07,,18/05/2022,Casablanca,Cash,Cancelled,4.3,
ORD-91040,Shorts Yellow,Shorts,Mango,Yellow,xl,Kids,Leather,Autumn,59.73 USD,28%,5,$215.03,08-31-2022,09/09/2022,  Dubai  ,Debit Card,Cancelled,1.7,
ORD-56918,Skirt Grey,skirt,Puma,Grey,extra large,Men,Silk,Winter,382.20 USD,12%,7,2354.35,N/A,"April 10, 2024",Casablanca,Cash,Pending,3.5,
ORD-67893,Jacket Green,Jacket,Forever21,Green,  L  ,unisex,Leather,Summer,210.29,41%,2,248.14,07-06-2024,"July 13, 2024",Amman,Credit Card,Processing,3.9,
ORD-40156,Jeans White,Jeans,Uniqlo,White,XS,Children,Linen,Winter,$114.34,19%,-16,1481.85,11-13-2024,11-19-2024,Riyad,cash,Delivered,1.3/5,
ORD-93172,Dress,Dress,Uniqlo,,double xl,Kids,Denim,Winter,EGP 171.18,5%,15,2439.32,06-22-2024,30/06/2024,Cairo,Debit Card,Pending,1.9,
ORD-52296,SWEATER,Sweater,Nike,Blue,l,Unisex,Nylon,Summer,EGP 151.51,38%,19,1784.79,27/08/2024,2024-09-03,Amman,Cash,Processing,4.0,
ORD-79004,Coat Blue,Coat,Mango,Blue,L,Men,Cotton,Summer,11.75,19%,12,114.21,2023/10/12,26/10/2023,Cairo,Installment,Pending,3.4/5,
ORD-21084,Dress,dress,Adidas,Brown,M,Unisex,Wool,Winter,287.31 USD,43%,5.0,818.83,"December 15, 2022",,Doha,Credit Card,Processing,3.1,
ORD-40656,blazer,Blazr,Mango,Grey,L,WOMEN,Cotton,Winter,482.73,,9,3953.56,30/09/2024,03-10-2024,كازابلانكا,Cash,Returned,4.4,
ORD-34049,T-Shirt Black,T-Shirt,H&M,Black,XXL,child,Wool,N/A,272.56,28%,12,2322.21,07-06-2023,20-06-2023,dubai,Debit Card,Processing,1.6,Changed mind
ORD-52448,Blazer,  Blazer  ,Nike,Pink,xs,Men,Cotton,Autumn,19.12,45%,-3,31.55,2023-01-06,19-01-2023,الرياض,Cash,Delivered,2.8,
ORD-51081,Jacket Blue,Jacket,H&M,Blue,SMALL,Unisex,Polyester,Summer,353.60,41%,6,1251.74,2024/11/04,06/11/2024,Casablanca,Cash,Returned,,
ORD-96776,Dresses,DRESS,Levi's,Yellow,XS,Unisex,Linen,Spring,108.60,19%,17,,2024/11/04,2024/11/16,Riyadh,Installment,Returned,3.9,
ORD-38031,Jacket,Jacket,Puma,Brown,S,Kids,Silk,Summer,-214.27,47%,5,567.82,"June 01, 2022",06-14-2022,KUWAIT,Cash,Returned,2.9,Changed mind
ORD-29632,Sweater Purple,Sweater,H&M,Purple,XS,unisex,Silk,Autumn,419.81,14%,15,5415.55,20-11-2023,,Tunis,Credit Card,Cancelled,3.8,
ORD-16788,Jeans,Jeans,Gucci,Brown,XL,  Unisex  ,Denim,Spring,291.55,33%,15,2930.08,2023-02-12,2023-02-16,Riyad,Installment,Processing,2.6,
ORD-95064,Hoodie White,Hoodie,H&M,,xs,Men,,Winter,272.54,43%,3,466.04,05-29-2022,2022-06-10,Doha,Online,Delivered,2.9,
ORD-38474,Coat Brown,Coat,Nike,Brown,L,UNISEX,Wool,Autumn,332.09,40%,9,1793.29,2024-01-02,01-14-2024,DUBAI,Online,Cancelled,3.1,Late delivery
ORD-19716,Coat Brown,Coat,Nike,Brown,extra small,Unisex,Polyester,Spring,178.95,28%,16,2061.50,13/06/2022,"June 24, 2022",Doha,Installment,Returned,2.6,Wrong size
ORD-79117,Hoodie,Huddie,Zara,Red,S,  Unisex  ,Wool,Spring,375.07,22%,18,5265.98,29-10-2024,2024-11-05,Beirut,Debit Card,Returned,3.6,Late delivery
ORD-73730,Shorts Purple,Shorts,Uniqlo,Purple,XXL,Children,Denim,Summer,-242.96,,5,935.40,12-29-2023,30-12-2023,doha,Installment,Processing,2.8,
ORD-23467,Jeans Brown,Jeans,Zara,Brown,XXL,Kids,Wool,N/A,360.03,1%,10,$3564.30,"February 26, 2023",05/03/2023,Cairo,Cash,Cancelled,3.0,
ORD-95521,Hoodie,  Hoodie  ,zara,Green,XS,Women,Nylon,Spring,331.73,16%,2,557.31,03/06/2024,2024/06/15,Amman,Online,Processing,1.4,Late delivery
ORD-56000,Sweater,Sweater,Uniqlo,Brown,LARGE,Men,Polyester,Summer,206.28,25%,13,-2011.23,"January 16, 2023",2023-01-20,Riyad,Debit Card,delivered,2.1,
ORD-30876,Dress Pink,Dress,Adidas,Pink,XXL,Unisex,Wool,Spring,384.80,44%,2,430.98,2024/11/24,,Kuwait,Installment,Delivered,,
ORD-23022,Skirt Yellow,Skirt,Puma,,small,Men,Silk,Winter,317.70,32%,10,2160.36 USD,"December 17, 2022",12-26-2022,القاهرة,Credit Card,Delivered,6,
ORD-80744,SHORTS,Shorts,Zara,Blue,L,Men,Polyester,Summer,421.18,28%,10,,14/09/2024,2024/09/23,Kuwait,Online,Returned,3.4/5,
ORD-70507,Coat,Coat,Puma,Purple,X-S,Kids,Linen,Autumn,477.20,1%,18,8503.70,2023-07-03,07-07-2023,بيروت,Credit Card,Delivered,2.5,
ORD-23093,Jaket,jackets,Zara,White,L,both,Cotton,Spring,77.82,30%,18,980.53,2022-04-24,28-04-2022,amman,Credit Card,Processing,3.8,
ORD-70176,Hoodie Red,Hoodie,Puma,Red,  S  ,Kids,Polyester,Autumn,223.82,31%,1,154.44,2022-12-23,"January 02, 2023",Casa,Online,Pending,2.9,
ORD-84761,Dres,Dress,Uniqlo,Blue,L,kids,Wool,Autumn,28.22,46%,6,91.43,"March 31, 2024",08-04-2024,CAIRO,Installment,Delivered,1.0,
ORD-83389,Jacket,jackets,Gucci,Grey,M,uni,Leather,Autumn,17.80 USD,9%,10,161.98,2023-08-30,2023-09-12,DUBAI,Credit Card,Cancelled,4.6,Late delivery
ORD-18481,Dress Yellow,Dress,Gucci,Yellow,XX-L,Women,Silk,Summer,484.67,8%,20,8917.93,2022-04-20,22/04/2022,Dubai,online,Returned,1.4,
ORD-67166,Dress Brown,Dress,Puma,Brown,S,Unisex,Nylon,Summer,204.19,16%,13,2229.75,2022/03/06,"March 11, 2022",doha,Debit Card,Cancelled,10,Changed mind
ORD-41094,Jeans Black,Jeans,Mango,Black,s,Kids,Nylon,Spring,$482.28,27%,16,5633.03,10/05/2024,,beirut,Debit Card,processing,3.6,
ORD-74856,Hoodie White,Hoody,Mango,White,large,MALE,Polyester,Spring,158.47,13%,18,2481.64,2022/09/05,18/09/2022,Casablanca,Debit Card,Delivered,3.0,
